Transaction_ID,Customer_ID,Customer_Name,Customer_Age,Gender,Product_ID,Product_Name,Category,Sub_Category,Price,Quantity,Total_Amount,Discount_Percentage,Discount_Amount,Payment_Method,Transaction_Date,Delivery_Status,Delivery_Date,Region,City,Delivery_Executive,Customer_Rating,AverageRating,Feedback_Comment,FeedbackType,SalesChannel,TotalSales
90668202-8689-41aa-992f-24351a4d4196,01121c19-b0d9-49c5-95f6-e59f1e659dc7,Matthew Tate,36,Other,e87d7c12-1624-43cb-a331-41a46982e531,Will,Personal Care,Oral Care,234.82,7,1397.18,15,246.56,Wallet,21-10-2024,Out for Delivery,,South,Kolkata,Christopher Hernandez,4,2.42,He economy material player beautiful animal exactly skill.,Negative,In-store,2196.35
13711675-05de-4474-9668-4dafe7ab3666,3ccf96e7-1612-48b1-83b2-128ad6e49cee,Adam Franklin,29,Male,db3fa9a7-86c9-44b7-a01f-0a263e9fc0c8,Happy,Groceries,Fruits,323.27,1,307.11,5,16.16,Debit Card,18-09-2024,Pending,,West,Pune,Gina Thomas,2,2.34,Important would fire away.,Negative,In-store,1544.17
3ba20f7b-ff7a-4eae-af9e-1f3fe37b38d5,dd74eb85-d7bd-4240-9ea2-7c927f928bc1,Billy Wu,41,Other,3347db59-9454-4fe1-9468-ef6c65dd78f6,Brother,Groceries,Beverages,499.37,5,2372.01,5,124.84,UPI,27-11-2024,Delivered,31-10-2024,East,Hyderabad,Kyle Young,3,3.06,Join customer must exactly believe miss.,Positive,In-store,292.17
18a2a182-2d9d-42a4-b4f8-4b941880fcad,a80c5c44-f9ae-4baa-9ace-8f2a31540243,David Moore,45,Female,2f6b2962-507d-48e3-b054-d10656b46837,Sign,Electronics,Accessories,368.74,10,3503.03,5,184.37,Debit Card,22-02-2024,Cancelled,,East,Mumbai,Ralph Gibson,2,3.97,Quickly bank high move indicate break.,Negative,In-store,4060.06
02813a8e-3e49-4302-9124-9db0c7c2aad9,bb282ad8-c306-4cf0-a860-cd15f5132c64,Elijah Hanson,60,Other,9c182015-da78-4d29-8d87-b863190c5c68,Sister,Clothing,Kids' Wear,177.32,3,531.96,0,0,Wallet,02-08-2024,Cancelled,,North,Ahmedabad,Amber Wallace,4,3.27,Dinner article sing myself.,Neutral,Online,336.19
9cd78653-13d2-4b08-b7f3-7752a091d88f,9856c8cc-7d9c-4c91-971f-b05512f85d4b,Jasmine Robinson,42,Female,16ac90e2-ba91-4180-a00e-599ac2a74a85,Then,Clothing,Women's Wear,127.45,3,325,15,57.35,Debit Card,06-04-2024,Out for Delivery,,South,Pune,Scott Patterson,5,3.83,Magazine hot discover girl either enjoy.,Positive,In-store,716.52
59ad4929-ff67-4f08-b4c1-6c7ba4709319,b3abff5a-0479-40eb-b7c2-1801b0f322f3,Meghan Sullivan,44,Other,f788c649-b8fa-4208-ab1a-fcf4e19afcfe,Bit,Electronics,Accessories,314.72,1,251.78,20,62.94,Cash on Delivery,26-05-2024,Pending,,West,Hyderabad,Scott Patterson,1,2.57,Soldier full everything news base view agree.,Negative,Online,3670.72
8fceba80-0119-4d5e-ae92-8964147bac4a,f1db6320-7992-4403-9e48-4574d9687ddb,Seth Vazquez,40,Female,93654495-a84d-4b53-b07a-a40e67c69a39,Audience,Clothing,Footwear,308.44,9,2220.77,20,555.19,Cash on Delivery,19-06-2024,Out for Delivery,,South,Delhi,Lauren Byrd,4,1.14,Magazine glass foreign listen.,Negative,Online,1834.95
3eed1c1a-bc63-4daf-b078-a3b2af8852de,f41e2cdd-c65a-4f23-8157-2d739cdec48e,Dana Hernandez,19,Other,89191dd1-4846-4e6a-974b-10dfacccb07c,Blue,Clothing,Footwear,353.55,6,1803.11,15,318.19,Wallet,13-04-2024,Out for Delivery,,North,Kolkata,Amanda Curtis,1,2.5,Happy war method practice crime respond.,Neutral,Online,212.68
f14e39f5-bf1d-4a5d-92fb-c69e53e4ad04,a4df9ee5-81b6-4d64-8e2b-95925134e89f,Wyatt Mcconnell,25,Female,52256f41-e799-4839-ac2f-4e151e191dc7,As,Clothing,Footwear,280.6,8,2132.56,5,112.24,Debit Card,22-08-2024,Delivered,25-06-2024,North,Mumbai,Sherri Johnson,4,3.02,Whether expert surface particularly player approach.,Positive,In-store,2444.14
88edc2c0-9d04-4276-b495-f6a66f2ce356,7b36181e-5aee-4cc0-aa1f-dc852b87f8d9,Valerie Bennett,60,Other,6599ee3f-289b-4d01-8c51-b6ac9e28aab3,Guy,Groceries,Snacks,274.04,7,1726.45,10,191.83,Wallet,02-03-2024,Pending,,East,Pune,Matthew Wang,4,3.3,Knowledge deep popular officer to month task.,Negative,Online,1161.69
40a88773-35c5-4935-beb3-6df8ee149feb,a92fc3e7-0fab-4fb6-9247-f8b55a50590c,Kevin Miller,40,Male,60444dce-ca68-4e70-924c-cd7375f37f3b,Run,Personal Care,Hair Care,70.24,1,63.22,10,7.02,Wallet,13-04-2024,Out for Delivery,,East,Mumbai,Charles Preston,2,2.8,Television become south scene.,Negative,Online,291.21
60eac679-0419-4dab-94b6-ee8bf556dde3,ac0a5c9a-e4e6-4bc2-bb99-b304797e9ab7,Kenneth Roberson,39,Male,22e3923c-d7ca-4e86-b037-4dcf277915e1,Your,Groceries,Fruits,309.35,5,1237.4,20,309.35,Wallet,24-09-2024,Out for Delivery,,South,Delhi,Daniel Smith,1,2.81,Public center though message.,Neutral,Online,2312.36
f2d2a447-2d79-40b6-b3b0-1753c80603db,5d2da315-6a2c-4c46-b266-2d9e8d6e349f,Jamie Ortiz,38,Male,3f5f74c8-ed00-4de4-89dc-12f89e4a8fde,Pay,Clothing,Footwear,375.19,8,3001.52,0,0,UPI,19-06-2024,Cancelled,,East,Bangalore,Scott Patterson,2,3.76,Remember official result leg.,Negative,Online,643.12
6c22ff0f-7a05-4947-9586-07f5048141a9,705fcea8-71ee-43ac-b5f7-9819f695168d,Savannah Smith,58,Other,722af04a-9b4c-4139-8b8a-2254a8bd7ffb,Scene,Electronics,Home Appliances,396.82,3,1130.94,5,59.52,UPI,19-07-2024,Cancelled,,North,Delhi,Nathaniel Estrada,4,3.36,Many light crime actually young bill.,Negative,In-store,1958.14
